,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2016-09-03,2016,9,3,5141981803,132004661449275,131848411449275,28232.016180483493,16949779.53687591,1.5152036537460138,182133,473887,2.4679272839079136,2.601873356283595,125,161391981803,156250000000,1567467303314,132004661449275,130437194145961
2016-09-04,2016,9,4,4699992910,113773336501606,113559586501606,25934.42944169159,15833979.118846081,1.8882677353586657,181226,478346,2.6971516228355754,2.639499851014755,171,218449992910,213750000000,3832970809958,113773336501606,109940365691648
2016-09-05,2016,9,5,6129493050,161229450085459,161054450085459,27494.160035525572,16703444.15404153,1.7398298102546244,222938,588487,2.405368308677749,2.639689061532803,140,181129493050,175000000000,7798471921690,161229450085459,153430978163769
2016-09-06,2016,9,6,6181889080,173186047103593,173007297103593,26247.384894957628,16089528.490978295,2.3872228025874236,235524,617118,2.4249036191640765,2.620191572833342,143,184931889080,178750000000,6647913232580,173186047103593,166538133871013
2016-09-07,2016,9,7,6343499350,158507438355398,158323688355398,25618.914219942653,15772535.417307101,2.5216803224099893,247610,590593,2.2767174185210615,2.3851742659827955,147,190093499350,183750000000,8358904680691,158507438355398,150148533674707
2016-09-08,2016,9,8,6003019128,163820932931071,163644682931071,26132.123420889962,16477614.74912566,1.9557093473357274,229718,568333,2.3069110822834955,2.474046439547619,141,182253019128,176250000000,3148907810305,163820932931071,160672025120766
2016-09-09,2016,9,9,6264966621,173225391384675,173042891384675,28791.86847583814,17936697.987971883,1.0154564194024864,217595,513649,2.476054137273375,2.3605735425905925,146,188764966621,182500000000,9074164509151,173225391384675,164151226875524
2016-09-10,2016,9,10,5232519067,148862096451847,148672096451847,26324.358518093686,16446211.879119141,1.5851750877968127,198771,507914,2.4690976047813815,2.5552721473454376,152,195232519067,190000000000,9003352478827,148862096451847,139858743973020
2016-09-11,2016,9,11,4745887063,145457609044886,145251359044886,26364.13516246049,16035898.374178272,1.7899320350174954,180013,495481,2.5953070056051506,2.7524734324743214,165,210995887063,206250000000,5926331769485,145457609044886,139531277275401
2016-09-12,2016,9,12,5539493196,173910174661512,173697674661512,26221.08764040689,15934748.973074554,1.4864332899461326,211261,552162,2.4804294214265767,2.613648520077061,170,218039493196,212500000000,9313477773751,173910174661512,164596696887761
2016-09-13,2016,9,13,6789177115,192552888231321,192355388231321,28730.56903154821,17488132.723952092,1.1893075226715817,236305,565558,2.5161803601278008,2.393339116819365,158,204289177115,197500000000,9581328441311,192552888231321,182971559790010
2016-09-14,2016,9,14,6179314467,183307243036563,183114743036563,27246.25528340572,16604224.53081176,1.3707646335280903,226795,529914,2.4207941092175753,2.3365329923499196,154,198679314467,192500000000,5906913756515,183307243036563,177400329280048
2016-09-15,2016,9,15,5920514213,163462683222980,163267683222980,25081.504475727703,15226235.159071589,1.3844314872104813,236051,572161,2.3215406840047277,2.423887210814612,156,200920514213,195000000000,24864178810968,163462683222980,138598504412012
2016-09-16,2016,9,16,6514319964,189116115091772,188929865091772,30104.81156071501,18297898.89034595,1.377915000556179,216388,516258,2.4800913174482875,2.3857977337005747,149,192764319964,186250000000,12737187012342,189116115091772,176378928079430
2016-09-17,2016,9,17,5776329186,148659963161711,148471213161711,27138.027653276957,16483134.97692088,1.850154754201176,212850,535827,2.5076485788113696,2.5173925299506696,151,194526329186,188750000000,12527763434363,148659963161711,136132199727348
2016-09-18,2016,9,18,5296456505,163384737020873,163198487020873,27702.29144001841,16940877.79175478,2.0278106683453636,191192,502678,2.487734842462028,2.629179045148333,149,191546456505,186250000000,4925024074290,163384737020873,158459712946583
2016-09-19,2016,9,19,6517092113,201421510161346,201251510161346,29803.184295128296,18146303.051573213,1.2095799439012995,218671,538442,2.2999163126340485,2.4623383987817316,136,176517092113,170000000000,10574222743547,201421510161346,190847287417799
2016-09-20,2016,9,20,6778667976,215629787988342,215448537988342,27812.54426468959,16920366.50018781,1.0530072250022355,243727,600832,2.219397112342908,2.4651844071440587,145,188028667976,181250000000,8183769840944,215629787988342,207446018147398
2016-09-21,2016,9,21,6550713830,199750732001277,199544482001277,27166.167623945094,16216728.066688169,1.05482140256659,241135,598427,2.286918116407821,2.481709415887366,165,212800713830,206250000000,8117074061115,199750732001277,191633657940162
2016-09-22,2016,9,22,6153670937,219721168594639,219537418594639,27315.17079330978,16267951.352219053,1.1129030238829445,225284,527078,2.219611690133343,2.3396157738676515,147,189903670937,183750000000,1943093470206,219721168594639,217778075124433
2016-09-23,2016,9,23,6100501034,236675344063649,236510344063649,26871.84957405009,16187032.247787075,0.9409345648520799,227022,536286,2.2423641761591386,2.362264450141396,132,171100501034,165000000000,8515276761974,236675344063649,228160067301675
2016-09-24,2016,9,24,6060095963,208862538962103,208656288962103,28217.99200502887,17006627.77939564,1.06760504864971,214760,524023,2.461766623207301,2.4400400447010617,165,212310095963,206250000000,8309709509660,208862538962103,200552829452443
2016-09-25,2016,9,25,4940723976,184008228368755,183768228368755,25289.191099918615,15188942.309754314,1.248081919127607,195369,495759,2.607829287143815,2.537552016952536,192,244940723976,240000000000,6524725539930,184008228368755,177483502828825
2016-09-26,2016,9,26,6007525167,224758276514334,224567026514334,26189.246942965878,15891079.973301118,1.2202172819748054,229389,582573,2.373387564355745,2.539672782914612,153,197257525167,191250000000,7561136536609,224758276514334,217197139977725
2016-09-27,2016,9,27,6239395496,171016420688148,170821420688148,26197.23515136247,15853298.956729535,1.0691978905002744,238170,584974,2.457895620775077,2.456119578452366,156,201239395496,195000000000,9048023432136,171016420688148,161968397256012
2016-09-28,2016,9,28,6386925068,256684937132944,256493687132944,27469.109546562988,16610200.25763183,1.0780913473681475,232513,550840,2.412007070572398,2.3690718368435313,153,197636925068,191250000000,11007689097565,256684937132944,245677248035379
2016-09-29,2016,9,29,6775910053,185543493780696,185359743780696,28359.275493761797,17163106.71587242,1.2689703159524843,238931,616954,2.381842456608812,2.5821429617755753,147,190525910053,183750000000,9811435484641,185543493780696,175732058296055
2016-09-30,2016,9,30,7043476946,235535336732434,235366586732434,27206.761815000365,16565268.051651275,1.2630332020466069,258887,619329,2.251198399301626,2.3922753942839927,135,175793476946,168750000000,7331266050848,235535336732434,228204070681586
2016-10-01,2016,10,1,5901751291,159057339090840,158849839090840,27487.593690907568,16916099.086139858,1.5570281495874327,214706,544527,2.53693422633741,2.5361517610127335,166,213401751291,207500000000,9810814922029,159057339090840,149246524168811
2016-10-02,2016,10,2,5443187586,151913938734734,151735188734734,27511.966691601632,16830407.047820322,1.229338620874358,197848,483851,2.523851643686062,2.445569325947192,143,184193187586,178750000000,8785971661132,151913938734734,143127967073602
2016-10-03,2016,10,3,7208938012,191313798718337,191133798718337,29272.37885094063,17931976.374814212,1.2133283336882525,246271,661317,2.4542556776884004,2.6853222669335812,144,187208938012,180000000000,11025629767327,191313798718337,180288168951010
2016-10-04,2016,10,4,7225361579,179159041059720,178956541059720,26920.02480989266,16421426.996317543,1.0186217258209773,268401,660598,2.33388102130767,2.461235241299399,162,209725361579,202500000000,13749102700145,179159041059720,165409938359575
2016-10-05,2016,10,5,7199224336,248103480757144,247904730757144,27175.90873950595,16635671.694871109,1.1419446643939442,264912,640480,2.2698631998550463,2.417708522075255,159,205949224336,198750000000,10589676561494,248103480757144,237513804195650
2016-10-06,2016,10,6,7723327110,229407082224101,229204582224101,28367.573193172677,17354171.0163276,1.164632601119582,272259,688576,2.2923429528500434,2.5291211677116276,162,210223327110,202500000000,7324249747349,229407082224101,222082832476752
2016-10-07,2016,10,7,7358491610,234918658796261,234733658796261,27096.812194592047,16743274.792214537,1.3119215807480424,271563,682052,2.22798393006411,2.5115792652165427,148,192358491610,185000000000,11489990164230,234918658796261,223428668632031
2016-10-08,2016,10,8,6794960458,235194419655409,234983169655409,26871.571167565686,16641591.646236284,1.5931292051312858,252868,620490,2.4558030276666085,2.453809892908553,169,218044960458,211250000000,19528718176253,235194419655409,215665701479156
2016-10-09,2016,10,9,5793148920,252911687529116,252712937529116,27538.820610088274,16994233.9606409,1.6992557217143986,210363,554755,2.4782970389279484,2.6371320051529974,159,204543148920,198750000000,27730643310264,252911687529116,225181044218852
2016-10-10,2016,10,10,6565258204,274332331455919,274176081455919,30844.38505809228,19064458.035050966,1.430473946517113,212851,514051,2.366030697530197,2.415074394764413,125,162815258204,156250000000,8181638404408,274332331455919,266150693051511
2016-10-11,2016,10,11,7997816979,267373136746329,267199386746329,30125.07949165119,19369865.405070975,1.2496490062773982,265487,644459,2.2858972379061875,2.4274597249582843,139,181747816979,173750000000,10266418746173,267373136746329,257106718000156
2016-10-12,2016,10,12,7033324802,288093581245748,287916081245748,29613.375726826802,18851814.457079787,1.366760413411691,237505,603792,2.515113366034399,2.5422285846613755,142,184533324802,177500000000,8035025452593,288093581245748,280058555793155
2016-10-13,2016,10,13,6686623402,196278554835103,196119804835103,29037.052453762608,18451423.400392026,1.0519307026465374,230279,566984,2.367753898531781,2.4621611176008233,127,165436623402,158750000000,20830039056325,196278554835103,175448515778778
2016-10-14,2016,10,14,6648826675,203330894489371,203155894489371,28307.936881319853,18105363.44072532,1.1141913271876582,234875,633481,2.4056498137307076,2.6970984566258647,140,181648826675,175000000000,6463783131219,203330894489371,196867111358152
2016-10-15,2016,10,15,6471396755,327964617987652,327792117987652,29717.477429694532,18938465.494877134,1.0776229977906784,217764,583474,2.4395079076431365,2.679386859168641,138,178971396755,172500000000,6519655959253,327964617987652,321444962028399
2016-10-16,2016,10,16,5732185383,267020387540921,266854137540921,29142.21052176698,18735906.51294388,1.3318916219635872,196697,502133,2.381210694621677,2.5528249032776302,133,171982185383,166250000000,15906577997130,267020387540921,251113809543791
2016-10-17,2016,10,17,7271845698,194770640244250,194609390244250,30683.411103984876,19610919.115805026,1.1003861808394533,236996,569464,2.3607276072169996,2.402842242063157,129,168521845698,161250000000,15108243971026,194770640244250,179662396273224
2016-10-18,2016,10,18,7655141090,248602688987970,248412688987970,30822.761676598486,19590224.211281035,1.308249979634722,248360,591946,2.452544693187309,2.3834192301497827,152,197655141090,190000000000,16496830670814,248602688987970,232105858317156
2016-10-19,2016,10,19,6389588810,202906812575662,202743062575662,29417.59004249481,18522511.57825325,1.075247126661382,217203,504221,2.4258320557266706,2.321427420431578,131,170139588810,163750000000,7875219212065,202906812575662,195031593363597
2016-10-20,2016,10,20,8649659862,216558498320569,216399748320569,34491.027442379775,21681021.225113895,1.1670927874074333,250780,605253,2.3380851742563205,2.4134819363585613,127,167399659862,158750000000,16022126926422,216558498320569,200536371394147
2016-10-21,2016,10,21,7767001118,335919207284289,335717957284289,28899.501479020237,18232874.42804055,0.9943086232092816,268759,662156,2.344170799861586,2.463753771966706,161,209017001118,201250000000,6483389605915,335919207284289,329435817678374
2016-10-22,2016,10,22,6578039472,143208824809161,143013824809161,29562.362242375762,19348820.479316458,1.0349554280577338,222514,526088,2.5989241126401037,2.364291685017572,156,201578039472,195000000000,16368372118760,143208824809161,126840452690401
2016-10-23,2016,10,23,6446840255,154408567179033,154238567179033,35728.839019497005,23293844.611484673,1.4695664146674032,180438,435663,3.09075693590042,2.4144747780401024,136,176446840255,170000000000,11210565839340,154408567179033,143198001339693
2016-10-24,2016,10,24,8417510981,400174540673743,399984540673743,34564.43319741634,22467820.268396303,1.1633817468507157,243531,610984,2.7732978553038423,2.5088551354858315,152,198417510981,190000000000,12857788584667,400174540673743,387316752089076
2016-10-25,2016,10,25,9703039018,308863651743420,308691151743420,41240.39024991499,27045137.844361972,1.3890120133024122,235280,566536,2.767460047602856,2.407922475348521,138,182203039018,172500000000,4838666903136,308863651743420,304024984840284
2016-10-26,2016,10,26,12427334626,210042747462093,209868997462093,55791.00430082425,37665057.29867454,1.7656997352018333,222748,511800,3.1990006644279636,2.29766372762045,139,186177334626,173750000000,6967786226709,210042747462093,203074961235384
2016-10-27,2016,10,27,11510461706,364718657932628,364514907932628,35335.37081004086,24258555.91217562,1.1885039931088632,325749,774395,2.3796082259653906,2.377275141289766,163,215260461706,203750000000,10454412342017,364718657932628,354264245590611
2016-10-28,2016,10,28,8048125137,155377237099082,155193487099082,32856.32983600668,22683701.841593683,1.0692100348439904,244949,574148,2.377960310105369,2.3439491485982797,147,191798125137,183750000000,5805899977277,155377237099082,149571337121805
